Street,City,State,neighborhood_name,crime_rate
215586 Alison Bridge,Elizabeth,NJ,South Trenton,1.0
221652 Alison Bridge,Elizabeth,NJ,South Trenton,1.0
194094 Maple Street,Elizabeth,NJ,South Trenton,1.0
70752 Elm Circle,Elizabeth,NJ,South Trenton,1.0
113950 Cedar Lane,Bridgeport,CT,East Hartford,2.7
213332 Oak Avenue,Bridgeport,CT,Downtown Stamford,9.4
159399 Oak Avenue,Waterbury,CT,East Hartford,2.7
183044 Santos Stream,Waterbury,CT,South Norwalk,7.0
172698 Cedar Lane,Buffalo,NY,South Staten Island,6.3
54270 Alison Bridge,Jersey City,CT,Downtown Stamford,9.4
34959 Omar Park,Jersey City,CT,Downtown New London,3.2
59024 Cedar Lane,Jersey City,CT,South Norwalk,7.0
75075 Oak Avenue,Newark,CT,East Hartford,2.7
29866 Pine Drive,Hartford,CT,North New Haven,7.1
165825 Elm Circle,Hartford,CT,East Hartford,2.7
108192 Chad Valley,Syracuse,CT,East Hartford,2.7
75621 Oak Avenue,Albany,CT,East Hartford,2.7
174584 Elm Circle,Rochester,CT,South Norwalk,7.0
215388 Omar Park,Rochester,CT,Downtown New London,3.2
87640 Cedar Lane,Rochester,CT,North New Haven,7.1
230701 Omar Park,Stamford,CT,North New Haven,7.1
260850 Elm Circle,Stamford,CT,East Hartford,2.7
56600 Omar Park,Stamford,CT,East Hartford,2.7
143136 Dawson Terrace,Hartford,CT,East Hartford,2.7
258210 Chad Valley,Hartford,CT,East Hartford,2.7
167024 Alison Bridge,Elizabeth,NJ,Mid New Brunswick,7.6
13202 Alison Bridge,Elizabeth,NJ,Downtown Camden,1.3
101952 Elm Circle,Elizabeth,NJ,Mid New Brunswick,7.6
27744 Omar Park,Stamford,CT,Downtown Stamford,9.4
224170 Oak Avenue,Stamford,CT,Downtown Stamford,9.4
22698 Maple Street,Paterson,CT,South Norwalk,7.0
102200 Santos Stream,Paterson,CT,East Hartford,2.7
180488 Maple Street,Paterson,CT,North New Haven,7.1
263424 Chad Valley,Stamford,CT,South Norwalk,7.0
104725 Elm Circle,Stamford,CT,South Norwalk,7.0
27528 Santos Stream,New York,NY,Northern Queens,9.3
206415 Oak Avenue,New Haven,CT,Downtown New London,3.2
273564 Santos Stream,New Haven,CT,North New Haven,7.1
274183 Chad Valley,New Haven,CT,North New Haven,7.1
238200 Alison Bridge,Trenton,CT,Downtown New London,3.2
149296 Maple Street,Syracuse,CT,Downtown Stamford,9.4
105700 Maple Street,Paterson,CT,North New Haven,7.1
106656 Pine Drive,Newark,CT,Downtown Stamford,9.4
133152 Cedar Lane,Newark,CT,Downtown Stamford,9.4
47275 Dawson Terrace,Albany,CT,East Hartford,2.7
182988 Elm Circle,Albany,CT,Downtown New London,3.2
112669 Oak Avenue,Bridgeport,CT,Downtown New London,3.2
230076 Oak Avenue,Trenton,CT,East Hartford,2.7
75396 Elm Circle,Trenton,CT,Downtown Stamford,9.4
72850 Cedar Lane,Trenton,CT,Downtown Stamford,9.4
141816 Elm Circle,Trenton,CT,North New Haven,7.1
42744 Pine Drive,Trenton,CT,Downtown New London,3.2
269180 Maple Street,Hartford,CT,North New Haven,7.1
149150 Pine Drive,Hartford,CT,North New Haven,7.1
247590 Omar Park,Hartford,CT,Downtown New London,3.2
266704 Dawson Terrace,Hartford,CT,North New Haven,7.1
27579 Cedar Lane,Elizabeth,NJ,Downtown Camden,1.3
202884 Santos Stream,Elizabeth,NJ,East Elizabeth,4.5
45298 Alison Bridge,Elizabeth,NJ,East Elizabeth,4.5
73280 Maple Street,Trenton,CT,Downtown Stamford,9.4
6741 Cedar Lane,Trenton,CT,South Norwalk,7.0
17066 Oak Avenue,Newark,CT,North New Haven,7.1
158916 Maple Street,Newark,CT,North New Haven,7.1
302292 Chad Valley,Newark,CT,Downtown New London,3.2
154050 Cedar Lane,Paterson,CT,North New Haven,7.1
312634 Chad Valley,Paterson,CT,South Norwalk,7.0
63438 Pine Drive,Paterson,CT,East Hartford,2.7
64944 Chad Valley,Stamford,CT,East Hartford,2.7
209902 Cedar Lane,Stamford,CT,Downtown Stamford,9.4
297660 Santos Stream,Newark,CT,South Norwalk,7.0
265793 Cedar Lane,Newark,CT,Downtown Stamford,9.4
320712 Omar Park,Elizabeth,NJ,South Trenton,1.0
85914 Alison Bridge,Elizabeth,NJ,Mid New Brunswick,7.6
67468 Alison Bridge,Elizabeth,NJ,East Elizabeth,4.5
32495 Omar Park,New Haven,CT,East Hartford,2.7
306768 Dawson Terrace,Hartford,CT,Downtown New London,3.2
203211 Pine Drive,Hartford,CT,South Norwalk,7.0
292370 Maple Street,Hartford,CT,Downtown Stamford,9.4
227808 Omar Park,Bridgeport,CT,Downtown Stamford,9.4
155720 Omar Park,Elizabeth,NJ,Mid New Brunswick,7.6
99913 Oak Avenue,Stamford,CT,North New Haven,7.1
161766 Pine Drive,Stamford,CT,South Norwalk,7.0
39102 Alison Bridge,Jersey City,CT,South Norwalk,7.0
321296 Alison Bridge,New York,NY,Lower West Side,1.5
184230 Dawson Terrace,New York,NY,Upper West Side,7.7
128366 Alison Bridge,Waterbury,CT,North New Haven,7.1
156497 Dawson Terrace,Waterbury,CT,Downtown Stamford,9.4
48024 Pine Drive,Waterbury,CT,East Hartford,2.7
51652 Pine Drive,Trenton,CT,North New Haven,7.1
316050 Cedar Lane,Trenton,CT,North New Haven,7.1
255177 Elm Circle,New York,NY,South Staten Island,6.3
179872 Oak Avenue,Syracuse,CT,Downtown Stamford,9.4
237216 Maple Street,Trenton,CT,East Hartford,2.7
146202 Alison Bridge,Paterson,CT,North New Haven,7.1
106145 Elm Circle,New Haven,CT,Downtown New London,3.2
187968 Alison Bridge,New Haven,CT,Downtown Stamford,9.4
225624 Santos Stream,New Haven,CT,Downtown New London,3.2
208356 Alison Bridge,Jersey City,CT,Downtown New London,3.2
347871 Alison Bridge,Jersey City,CT,Downtown Stamford,9.4
353160 Elm Circle,Bridgeport,CT,Downtown New London,3.2
331037 Alison Bridge,Jersey City,CT,South Norwalk,7.0
73124 Alison Bridge,Stamford,CT,East Hartford,2.7
335412 Pine Drive,Stamford,CT,East Hartford,2.7
353808 Santos Stream,Albany,CT,Downtown New London,3.2
203305 Oak Avenue,Bridgeport,CT,East Hartford,2.7
209718 Maple Street,Bridgeport,CT,North New Haven,7.1
91750 Alison Bridge,Trenton,CT,North New Haven,7.1
27600 Oak Avenue,Jersey City,CT,East Hartford,2.7
199629 Cedar Lane,New York,NY,Lower East Side,6.8
129500 Oak Avenue,New York,NY,Lower East Side,6.8
256732 Elm Circle,New York,NY,Lower West Side,1.5
199392 Dawson Terrace,Syracuse,CT,Downtown Stamford,9.4
342041 Pine Drive,Syracuse,CT,North New Haven,7.1
143242 Elm Circle,Rochester,CT,East Hartford,2.7
42000 Chad Valley,Rochester,CT,Downtown New London,3.2
97760 Chad Valley,Rochester,CT,Downtown Stamford,9.4
326482 Dawson Terrace,Newark,CT,East Hartford,2.7
175770 Elm Circle,Newark,CT,South Norwalk,7.0
92097 Omar Park,Syracuse,CT,East Hartford,2.7
112860 Cedar Lane,Trenton,CT,South Norwalk,7.0
141351 Elm Circle,Trenton,CT,Downtown Stamford,9.4
354496 Pine Drive,Newark,CT,North New Haven,7.1
91154 Alison Bridge,Newark,CT,South Norwalk,7.0
234240 Santos Stream,Newark,CT,East Hartford,2.7
74305 Chad Valley,Buffalo,NY,Lower West Side,1.5
243952 Cedar Lane,Buffalo,NY,North Staten Island,2.0
240714 Dawson Terrace,Jersey City,CT,Downtown Stamford,9.4
176152 Pine Drive,Jersey City,CT,Downtown Stamford,9.4
26841 Chad Valley,Syracuse,CT,North New Haven,7.1
212550 Elm Circle,Syracuse,CT,North New Haven,7.1
68034 Dawson Terrace,Syracuse,CT,South Norwalk,7.0
301448 Maple Street,Rochester,CT,South Norwalk,7.0
306147 Alison Bridge,Rochester,CT,South Norwalk,7.0
5516 Maple Street,Waterbury,CT,Downtown New London,3.2
389470 Santos Stream,Waterbury,CT,North New Haven,7.1
354024 Alison Bridge,Rochester,CT,East Hartford,2.7
377944 Omar Park,Rochester,CT,North New Haven,7.1
210542 Santos Stream,New Haven,CT,East Hartford,2.7
278901 Pine Drive,Buffalo,NY,Upper West Side,7.7
323600 Dawson Terrace,Buffalo,NY,North Staten Island,2.0
105864 Cedar Lane,Hartford,CT,East Hartford,2.7
72360 Pine Drive,Waterbury,CT,East Hartford,2.7
164827 Chad Valley,Buffalo,NY,South Bronx,3.6
173316 Maple Street,Buffalo,NY,North Staten Island,2.0
276615 Elm Circle,Buffalo,NY,Upper East Side,8.0
220458 Pine Drive,Stamford,CT,North New Haven,7.1
261294 Dawson Terrace,Syracuse,CT,East Hartford,2.7
290088 Cedar Lane,Syracuse,CT,South Norwalk,7.0
233130 Dawson Terrace,Syracuse,CT,South Norwalk,7.0
321850 Alison Bridge,Waterbury,CT,Downtown New London,3.2
227694 Santos Stream,Waterbury,CT,South Norwalk,7.0
201880 Chad Valley,Waterbury,CT,South Norwalk,7.0
198240 Cedar Lane,New York,NY,Lower West Side,1.5
378810 Dawson Terrace,New York,NY,Midtown East,2.1
387610 Elm Circle,Elizabeth,NJ,East Elizabeth,4.5
304512 Chad Valley,Paterson,CT,North New Haven,7.1
42534 Santos Stream,Paterson,CT,Downtown Stamford,9.4
16302 Cedar Lane,Paterson,CT,North New Haven,7.1
26816 Oak Avenue,Hartford,CT,North New Haven,7.1
338940 Santos Stream,Hartford,CT,Downtown New London,3.2
155770 Pine Drive,Hartford,CT,Downtown Stamford,9.4
108454 Santos Stream,Buffalo,NY,North Staten Island,2.0
197964 Cedar Lane,Rochester,CT,South Norwalk,7.0
52152 Dawson Terrace,Rochester,CT,Downtown New London,3.2
155975 Santos Stream,Buffalo,NY,Lower West Side,1.5
25560 Santos Stream,Buffalo,NY,North Staten Island,2.0
254065 Chad Valley,Buffalo,NY,Midtown East,2.1
308160 Chad Valley,Buffalo,NY,Downtown Brooklyn,4.8
293436 Omar Park,Buffalo,NY,East Bronx,5.7
344860 Dawson Terrace,Newark,CT,East Hartford,2.7
80597 Cedar Lane,Newark,CT,South Norwalk,7.0
339120 Omar Park,Paterson,CT,Downtown Stamford,9.4
330379 Santos Stream,Paterson,CT,Downtown Stamford,9.4
341558 Alison Bridge,Bridgeport,CT,East Hartford,2.7
433695 Dawson Terrace,Bridgeport,CT,East Hartford,2.7
113796 Cedar Lane,Syracuse,CT,Downtown New London,3.2
101384 Alison Bridge,Syracuse,CT,South Norwalk,7.0
266742 Oak Avenue,Syracuse,CT,South Norwalk,7.0
50485 Pine Drive,Albany,CT,Downtown New London,3.2
244200 Maple Street,Albany,CT,East Hartford,2.7
310464 Pine Drive,Syracuse,CT,Downtown Stamford,9.4
321776 Dawson Terrace,Syracuse,CT,Downtown New London,3.2
315859 Omar Park,Jersey City,CT,South Norwalk,7.0
68376 Omar Park,Newark,CT,East Hartford,2.7
11125 Elm Circle,Jersey City,CT,North New Haven,7.1
446 Omar Park,Jersey City,CT,Downtown New London,3.2
392466 Pine Drive,Jersey City,CT,East Hartford,2.7
63616 Cedar Lane,Jersey City,CT,Downtown Stamford,9.4
26491 Elm Circle,Jersey City,CT,North New Haven,7.1
411750 Cedar Lane,Buffalo,NY,West Bronx,1.7
92455 Santos Stream,Buffalo,NY,Lower West Side,1.5
36160 Chad Valley,Buffalo,NY,South Staten Island,6.3
107361 Elm Circle,New York,NY,Northern Queens,9.3
90346 Cedar Lane,New York,NY,Northern Queens,9.3
419965 Maple Street,Stamford,CT,Downtown New London,3.2
103512 Alison Bridge,Stamford,CT,Downtown New London,3.2
300706 Chad Valley,Stamford,CT,East Hartford,2.7
18320 Dawson Terrace,Trenton,CT,North New Haven,7.1
139536 Maple Street,Trenton,CT,North New Haven,7.1
165600 Cedar Lane,Syracuse,CT,North New Haven,7.1
233727 Dawson Terrace,Syracuse,CT,South Norwalk,7.0
424116 Cedar Lane,Syracuse,CT,South Norwalk,7.0
6019 Maple Street,Bridgeport,CT,Downtown Stamford,9.4
179104 Omar Park,Bridgeport,CT,North New Haven,7.1
140430 Chad Valley,Waterbury,CT,East Hartford,2.7
351830 Dawson Terrace,Hartford,CT,East Hartford,2.7
444584 Omar Park,Hartford,CT,East Hartford,2.7
453024 Omar Park,Hartford,CT,South Norwalk,7.0
353157 Elm Circle,Stamford,CT,South Norwalk,7.0
227480 Dawson Terrace,Stamford,CT,Downtown New London,3.2
357960 Elm Circle,Stamford,CT,North New Haven,7.1
184080 Chad Valley,Syracuse,CT,North New Haven,7.1
204809 Maple Street,Syracuse,CT,North New Haven,7.1
420912 Oak Avenue,Syracuse,CT,Downtown New London,3.2
76950 Chad Valley,Syracuse,CT,East Hartford,2.7
246568 Chad Valley,Hartford,CT,East Hartford,2.7
398295 Santos Stream,Syracuse,CT,Downtown New London,3.2
245214 Pine Drive,Syracuse,CT,Downtown New London,3.2
213155 Chad Valley,Syracuse,CT,North New Haven,7.1
23040 Elm Circle,Albany,CT,Downtown New London,3.2
244348 Maple Street,Albany,CT,North New Haven,7.1
365838 Oak Avenue,Albany,CT,Downtown Stamford,9.4
50232 Chad Valley,New Haven,CT,North New Haven,7.1
65340 Maple Street,New Haven,CT,Downtown Stamford,9.4
299245 Chad Valley,Newark,CT,South Norwalk,7.0
480654 Dawson Terrace,Newark,CT,South Norwalk,7.0
296583 Pine Drive,Newark,CT,North New Haven,7.1
436760 Chad Valley,Newark,CT,South Norwalk,7.0
444012 Omar Park,Newark,CT,North New Haven,7.1
168560 Oak Avenue,Syracuse,CT,Downtown New London,3.2
193945 Maple Street,Syracuse,CT,Downtown New London,3.2
438864 Oak Avenue,Syracuse,CT,South Norwalk,7.0
131631 Elm Circle,Rochester,CT,South Norwalk,7.0
125970 Elm Circle,Trenton,CT,North New Haven,7.1
88110 Pine Drive,Trenton,CT,Downtown Stamford,9.4
41168 Cedar Lane,Trenton,CT,Downtown Stamford,9.4
380702 Alison Bridge,Elizabeth,NJ,Mid New Brunswick,7.6
235056 Pine Drive,Elizabeth,NJ,Mid New Brunswick,7.6
206586 Maple Street,Elizabeth,NJ,Mid New Brunswick,7.6
228000 Cedar Lane,Hartford,CT,East Hartford,2.7
223947 Chad Valley,Hartford,CT,South Norwalk,7.0
256522 Chad Valley,Hartford,CT,South Norwalk,7.0
493946 Pine Drive,Elizabeth,NJ,South Trenton,1.0
111384 Alison Bridge,Elizabeth,NJ,Downtown Camden,1.3
464095 Dawson Terrace,Elizabeth,NJ,Mid New Brunswick,7.6
200376 Maple Street,Elizabeth,NJ,South Trenton,1.0
446667 Elm Circle,Elizabeth,NJ,Mid New Brunswick,7.6
493268 Santos Stream,Syracuse,CT,North New Haven,7.1
317107 Cedar Lane,Syracuse,CT,South Norwalk,7.0
278460 Alison Bridge,Syracuse,CT,North New Haven,7.1
379673 Omar Park,New Haven,CT,Downtown Stamford,9.4
436736 Chad Valley,Albany,CT,Downtown New London,3.2
189297 Elm Circle,Albany,CT,Downtown New London,3.2
83782 Alison Bridge,Jersey City,CT,South Norwalk,7.0
201880 Alison Bridge,Waterbury,CT,Downtown Stamford,9.4
352428 Dawson Terrace,Elizabeth,NJ,East Elizabeth,4.5
495286 Santos Stream,Elizabeth,NJ,South Trenton,1.0
360010 Omar Park,Rochester,CT,Downtown New London,3.2
481113 Cedar Lane,Rochester,CT,North New Haven,7.1
464880 Dawson Terrace,Rochester,CT,Downtown New London,3.2
474110 Oak Avenue,Stamford,CT,South Norwalk,7.0
443178 Omar Park,Albany,CT,Downtown Stamford,9.4
488482 Maple Street,Albany,CT,North New Haven,7.1
239992 Maple Street,Albany,CT,East Hartford,2.7
112350 Elm Circle,Rochester,CT,South Norwalk,7.0
386610 Maple Street,Rochester,CT,North New Haven,7.1
45322 Oak Avenue,Rochester,CT,North New Haven,7.1
177408 Cedar Lane,Paterson,CT,East Hartford,2.7
372945 Pine Drive,Paterson,CT,Downtown Stamford,9.4
40280 Elm Circle,Paterson,CT,East Hartford,2.7
479493 Oak Avenue,Buffalo,NY,Midtown East,2.1
175028 Alison Bridge,Buffalo,NY,Lower East Side,6.8
345384 Dawson Terrace,Jersey City,CT,South Norwalk,7.0
135636 Dawson Terrace,Jersey City,CT,Downtown New London,3.2
33170 Dawson Terrace,Newark,CT,North New Haven,7.1
17152 Cedar Lane,Newark,CT,South Norwalk,7.0
156267 Maple Street,Newark,CT,North New Haven,7.1
243176 Elm Circle,Bridgeport,CT,East Hartford,2.7
57134 Elm Circle,Albany,CT,South Norwalk,7.0
208440 Chad Valley,Albany,CT,South Norwalk,7.0
56805 Santos Stream,Bridgeport,CT,East Hartford,2.7
78590 Dawson Terrace,Paterson,CT,North New Haven,7.1
90681 Dawson Terrace,Jersey City,CT,North New Haven,7.1
200736 Oak Avenue,Hartford,CT,Downtown Stamford,9.4
63220 Elm Circle,New Haven,CT,Downtown Stamford,9.4
226044 Maple Street,New Haven,CT,Downtown Stamford,9.4
176134 Omar Park,Waterbury,CT,North New Haven,7.1
322772 Omar Park,Waterbury,CT,East Hartford,2.7
516060 Omar Park,Waterbury,CT,Downtown New London,3.2
253550 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
85956 Dawson Terrace,Bridgeport,CT,Downtown New London,3.2
361008 Cedar Lane,Jersey City,CT,South Norwalk,7.0
28756 Elm Circle,Elizabeth,NJ,East Elizabeth,4.5
186144 Pine Drive,Jersey City,CT,Downtown New London,3.2
410700 Cedar Lane,Bridgeport,CT,East Hartford,2.7
392536 Chad Valley,Bridgeport,CT,Downtown Stamford,9.4
399369 Elm Circle,Bridgeport,CT,East Hartford,2.7
50778 Oak Avenue,Albany,CT,South Norwalk,7.0
334841 Santos Stream,Albany,CT,Downtown Stamford,9.4
330400 Alison Bridge,Albany,CT,North New Haven,7.1
558195 Chad Valley,Buffalo,NY,West Bronx,1.7
409698 Omar Park,Buffalo,NY,Lower East Side,6.8
318658 Dawson Terrace,Buffalo,NY,East Bronx,5.7
143256 Dawson Terrace,Newark,CT,East Hartford,2.7
375160 Santos Stream,Hartford,CT,North New Haven,7.1
37356 Pine Drive,Hartford,CT,East Hartford,2.7
451899 Chad Valley,Syracuse,CT,North New Haven,7.1
2840 Cedar Lane,Syracuse,CT,East Hartford,2.7
118352 Pine Drive,Syracuse,CT,South Norwalk,7.0
254790 Dawson Terrace,Buffalo,NY,Midtown East,2.1
397987 Oak Avenue,Hartford,CT,East Hartford,2.7
219648 Elm Circle,Hartford,CT,East Hartford,2.7
425739 Pine Drive,Hartford,CT,Downtown New London,3.2
398930 Alison Bridge,Rochester,CT,Downtown New London,3.2
376625 Alison Bridge,Rochester,CT,North New Haven,7.1
170496 Pine Drive,Rochester,CT,South Norwalk,7.0
2885 Cedar Lane,Stamford,CT,South Norwalk,7.0
548522 Omar Park,New York,NY,North Staten Island,2.0
103062 Pine Drive,Paterson,CT,North New Haven,7.1
307980 Chad Valley,Paterson,CT,South Norwalk,7.0
77273 Maple Street,Rochester,CT,South Norwalk,7.0
520890 Chad Valley,Rochester,CT,East Hartford,2.7
511874 Santos Stream,Rochester,CT,Downtown New London,3.2
412304 Pine Drive,New Haven,CT,South Norwalk,7.0
462150 Omar Park,New Haven,CT,Downtown New London,3.2
236744 Maple Street,Waterbury,CT,East Hartford,2.7
487797 Omar Park,Waterbury,CT,Downtown New London,3.2
68796 Omar Park,Albany,CT,East Hartford,2.7
18259 Alison Bridge,Bridgeport,CT,South Norwalk,7.0
590000 Pine Drive,Bridgeport,CT,Downtown Stamford,9.4
393015 Santos Stream,Newark,CT,South Norwalk,7.0
179968 Dawson Terrace,Newark,CT,South Norwalk,7.0
415693 Pine Drive,Newark,CT,East Hartford,2.7
487674 Alison Bridge,Bridgeport,CT,South Norwalk,7.0
414715 Omar Park,Bridgeport,CT,Downtown New London,3.2
82844 Oak Avenue,Bridgeport,CT,South Norwalk,7.0
84774 Pine Drive,Newark,CT,Downtown New London,3.2
446108 Dawson Terrace,Newark,CT,Downtown Stamford,9.4
507952 Maple Street,New Haven,CT,Downtown New London,3.2
424200 Pine Drive,New Haven,CT,Downtown New London,3.2
370817 Alison Bridge,New Haven,CT,East Hartford,2.7
313642 Santos Stream,Waterbury,CT,East Hartford,2.7
527625 Oak Avenue,Waterbury,CT,East Hartford,2.7
419176 Cedar Lane,Elizabeth,NJ,East Elizabeth,4.5
276485 Pine Drive,Newark,CT,South Norwalk,7.0
444198 Elm Circle,Newark,CT,East Hartford,2.7
10926 Dawson Terrace,Elizabeth,NJ,South Trenton,1.0
346560 Elm Circle,Elizabeth,NJ,Downtown Camden,1.3
372099 Chad Valley,Paterson,CT,South Norwalk,7.0
594750 Dawson Terrace,Paterson,CT,South Norwalk,7.0
442975 Dawson Terrace,Paterson,CT,South Norwalk,7.0
100980 Santos Stream,Paterson,CT,East Hartford,2.7
483044 Santos Stream,Newark,CT,South Norwalk,7.0
553828 Omar Park,Newark,CT,Downtown Stamford,9.4
41820 Santos Stream,New Haven,CT,Downtown New London,3.2
270424 Dawson Terrace,New Haven,CT,East Hartford,2.7
507174 Elm Circle,New Haven,CT,North New Haven,7.1
427038 Chad Valley,Newark,CT,South Norwalk,7.0
266170 Maple Street,Newark,CT,Downtown New London,3.2
291400 Alison Bridge,Newark,CT,North New Haven,7.1
478791 Pine Drive,Albany,CT,North New Haven,7.1
283632 Alison Bridge,Albany,CT,Downtown New London,3.2
355733 Pine Drive,Hartford,CT,Downtown Stamford,9.4
309504 Alison Bridge,Hartford,CT,Downtown New London,3.2
343125 Maple Street,Hartford,CT,South Norwalk,7.0
406274 Alison Bridge,New York,NY,South Bronx,3.6
429495 Santos Stream,New York,NY,South Bronx,3.6
209752 Dawson Terrace,Newark,CT,North New Haven,7.1
288711 Elm Circle,Newark,CT,East Hartford,2.7
137970 Maple Street,Trenton,CT,Downtown Stamford,9.4
208861 Alison Bridge,Trenton,CT,Downtown New London,3.2
408904 Dawson Terrace,Bridgeport,CT,North New Haven,7.1
125334 Chad Valley,Rochester,CT,South Norwalk,7.0
54524 Cedar Lane,Rochester,CT,Downtown New London,3.2
231775 Chad Valley,Rochester,CT,Downtown Stamford,9.4
552684 Santos Stream,Rochester,CT,East Hartford,2.7
424879 Elm Circle,New Haven,CT,South Norwalk,7.0
416614 Elm Circle,New Haven,CT,East Hartford,2.7
400014 Alison Bridge,New Haven,CT,North New Haven,7.1
147840 Omar Park,Paterson,CT,East Hartford,2.7
106406 Dawson Terrace,Paterson,CT,South Norwalk,7.0
308802 Cedar Lane,Albany,CT,South Norwalk,7.0
245626 Santos Stream,Elizabeth,NJ,East Elizabeth,4.5
261464 Maple Street,Elizabeth,NJ,South Trenton,1.0
257355 Santos Stream,Syracuse,CT,Downtown Stamford,9.4
76874 Elm Circle,Paterson,CT,East Hartford,2.7
62112 Maple Street,Trenton,CT,Downtown New London,3.2
202824 Oak Avenue,Rochester,CT,South Norwalk,7.0
532829 Cedar Lane,Rochester,CT,Downtown Stamford,9.4
146900 Maple Street,Rochester,CT,South Norwalk,7.0
203763 Oak Avenue,Buffalo,NY,South Staten Island,6.3
468788 Dawson Terrace,Jersey City,CT,Downtown New London,3.2
60729 Pine Drive,Jersey City,CT,South Norwalk,7.0
464994 Omar Park,New Haven,CT,East Hartford,2.7
132965 Chad Valley,New Haven,CT,Downtown New London,3.2
239440 Cedar Lane,New Haven,CT,North New Haven,7.1
651744 Maple Street,New Haven,CT,Downtown Stamford,9.4
141470 Chad Valley,Newark,CT,South Norwalk,7.0
648456 Elm Circle,Newark,CT,East Hartford,2.7
385440 Elm Circle,Waterbury,CT,Downtown Stamford,9.4
156657 Maple Street,Trenton,CT,South Norwalk,7.0
429638 Chad Valley,Trenton,CT,East Hartford,2.7
280449 Pine Drive,Paterson,CT,Downtown New London,3.2
314072 Omar Park,Paterson,CT,North New Haven,7.1
612465 Omar Park,Paterson,CT,South Norwalk,7.0
390942 Dawson Terrace,Paterson,CT,South Norwalk,7.0
139403 Maple Street,Paterson,CT,South Norwalk,7.0
402804 Dawson Terrace,Newark,CT,North New Haven,7.1
258903 Pine Drive,Newark,CT,South Norwalk,7.0
120600 Santos Stream,Jersey City,CT,North New Haven,7.1
270413 Cedar Lane,Paterson,CT,North New Haven,7.1
207648 Maple Street,Rochester,CT,Downtown New London,3.2
654829 Dawson Terrace,Rochester,CT,Downtown Stamford,9.4
227812 Alison Bridge,Rochester,CT,East Hartford,2.7
165375 Omar Park,Syracuse,CT,North New Haven,7.1
307580 Oak Avenue,Syracuse,CT,Downtown Stamford,9.4
491502 Maple Street,Syracuse,CT,North New Haven,7.1
204078 Elm Circle,Newark,CT,Downtown New London,3.2
146664 Cedar Lane,Trenton,CT,Downtown New London,3.2
52360 Santos Stream,Bridgeport,CT,Downtown New London,3.2
125985 Chad Valley,Bridgeport,CT,Downtown New London,3.2
21142 Santos Stream,Stamford,CT,Downtown Stamford,9.4
174165 Chad Valley,Albany,CT,South Norwalk,7.0
336528 Elm Circle,Hartford,CT,East Hartford,2.7
280165 Maple Street,Hartford,CT,North New Haven,7.1
127596 Omar Park,Buffalo,NY,South Bronx,3.6
228771 Maple Street,Buffalo,NY,Lower West Side,1.5
482288 Dawson Terrace,Hartford,CT,Downtown Stamford,9.4
41340 Chad Valley,Hartford,CT,East Hartford,2.7
64860 Pine Drive,Stamford,CT,East Hartford,2.7
574221 Chad Valley,Stamford,CT,Downtown New London,3.2
526612 Santos Stream,Stamford,CT,South Norwalk,7.0
102564 Alison Bridge,Paterson,CT,Downtown Stamford,9.4
183910 Chad Valley,Paterson,CT,South Norwalk,7.0
157765 Elm Circle,Paterson,CT,North New Haven,7.1
302760 Maple Street,Waterbury,CT,Downtown New London,3.2
126854 Oak Avenue,Waterbury,CT,South Norwalk,7.0
416008 Oak Avenue,Rochester,CT,North New Haven,7.1
319443 Oak Avenue,Rochester,CT,East Hartford,2.7
271600 Santos Stream,Albany,CT,Downtown New London,3.2
370829 Chad Valley,Albany,CT,Downtown New London,3.2
140400 Santos Stream,Albany,CT,North New Haven,7.1
68894 Cedar Lane,Albany,CT,Downtown New London,3.2
559680 Oak Avenue,Albany,CT,Downtown Stamford,9.4
291165 Oak Avenue,Albany,CT,Downtown New London,3.2
609984 Pine Drive,Albany,CT,South Norwalk,7.0
87668 Maple Street,Albany,CT,East Hartford,2.7
615960 Oak Avenue,Albany,CT,South Norwalk,7.0
462977 Dawson Terrace,Stamford,CT,North New Haven,7.1
481380 Chad Valley,Stamford,CT,Downtown New London,3.2
562401 Elm Circle,Stamford,CT,East Hartford,2.7
623712 Alison Bridge,Waterbury,CT,East Hartford,2.7
337962 Cedar Lane,Waterbury,CT,Downtown New London,3.2
158508 Elm Circle,New Haven,CT,South Norwalk,7.0
225940 Maple Street,Rochester,CT,Downtown Stamford,9.4
166828 Cedar Lane,Rochester,CT,North New Haven,7.1
595827 Elm Circle,Rochester,CT,Downtown New London,3.2
188116 Chad Valley,Bridgeport,CT,Downtown Stamford,9.4
670827 Elm Circle,Bridgeport,CT,Downtown New London,3.2
492443 Maple Street,Rochester,CT,North New Haven,7.1
412984 Chad Valley,Rochester,CT,South Norwalk,7.0
305829 Alison Bridge,Rochester,CT,South Norwalk,7.0
18824 Alison Bridge,Paterson,CT,North New Haven,7.1
577825 Chad Valley,New Haven,CT,North New Haven,7.1
301290 Cedar Lane,Albany,CT,South Norwalk,7.0
7997 Elm Circle,Jersey City,CT,South Norwalk,7.0
719264 Maple Street,Jersey City,CT,Downtown New London,3.2
584658 Cedar Lane,Hartford,CT,Downtown Stamford,9.4
649700 Elm Circle,Hartford,CT,Downtown New London,3.2
420325 Pine Drive,Buffalo,NY,East Bronx,5.7
338916 Elm Circle,Buffalo,NY,Northern Queens,9.3
244089 Pine Drive,Buffalo,NY,Lower West Side,1.5
