school_ID,school_name,school_rating,school_type,school_level,state,city,street,zip_code
958,"Arellano, Hernandez and Obrien",6,Public,Middle,CT,Rochester,455050 Chad Valley,14492
959,"Mitchell, Salinas and Anderson",3,Private,Middle,CT,Rochester,505393 Elm Circle,14492
960,Martinez Group,3,Public,Pre-K,CT,Rochester,906240 Maple Street,14492
961,Galloway PLC,4,Public,Middle,CT,Bridgeport,324818 Santos Stream,6227
962,Sutton Group,4,Public,Pre-K,CT,Bridgeport,609908 Elm Circle,6227
963,"Young, Ramirez and Long",10,Private,High,CT,Bridgeport,864774 Dawson Terrace,6227
964,"Johnson, Sullivan and Richards",5,Public,Elementary,NY,Buffalo,750956 Dawson Terrace,11263
965,Calhoun LLC,3,Public,Elementary,NY,Buffalo,527855 Santos Stream,11263
966,Massey Ltd,1,Public,Middle,NY,Buffalo,234738 Oak Avenue,12170
967,Rodriguez LLC,8,Public,Pre-K,NY,Buffalo,917683 Oak Avenue,12170
968,Bowers PLC,0,Private,Pre-K,NY,Buffalo,326216 Santos Stream,12170
969,"Hicks, Price and Allen",10,Private,Middle,CT,Syracuse,546516 Cedar Lane,10355
970,"Morgan, Wagner and Carney",4,Public,Pre-K,CT,Stamford,265780 Dawson Terrace,6002
971,Rangel-Jones,5,Private,High,CT,Stamford,271880 Elm Circle,6002
972,Burke Group,8,Public,Elementary,CT,Stamford,90396 Maple Street,6002
973,"Smith, Adkins and Crawford",0,Public,Middle,NY,Buffalo,377524 Oak Avenue,13582
974,"Rivera, Walker and Byrd",4,Public,Middle,CT,Albany,245448 Maple Street,10084
975,"Snow, Mooney and Smith",5,Private,Pre-K,CT,Albany,576225 Cedar Lane,10084
976,Sutton LLC,9,Private,Middle,CT,Jersey City,805200 Pine Drive,8355
977,Adams Ltd,4,Private,High,CT,Jersey City,772807 Elm Circle,8355
978,Brown and Sons,9,Private,Pre-K,CT,Syracuse,687534 Pine Drive,12960
979,Howard-Cook,1,Private,Pre-K,CT,Syracuse,3916 Maple Street,12960
980,Watkins-Johnson,6,Private,Pre-K,CT,Paterson,352800 Elm Circle,7010
981,"Gill, Santiago and Lewis",2,Private,Pre-K,CT,Paterson,423792 Omar Park,7010
982,Lester-Thompson,9,Private,High,CT,Paterson,915224 Pine Drive,7010
983,"Ramos, Turner and May",4,Private,Pre-K,CT,Rochester,735284 Santos Stream,11312
984,Owens-Taylor,3,Public,Middle,CT,Rochester,146616 Cedar Lane,11312
985,"Smith, Bean and Palmer",7,Private,High,NY,Buffalo,946585 Elm Circle,14267
986,Thompson-Daniel,4,Private,Elementary,NY,Buffalo,796688 Santos Stream,14267
987,Curtis-Crawford,8,Private,Elementary,NJ,Elizabeth,668199 Maple Street,8930
988,"Gutierrez, Robinson and Acevedo",9,Private,Middle,NJ,Elizabeth,735072 Omar Park,8930
989,Thompson Group,3,Private,Middle,NJ,Elizabeth,308568 Omar Park,8930
990,Curry-Davis,7,Private,High,NY,Buffalo,237600 Alison Bridge,13124
991,Ali-Roman,8,Private,Elementary,NY,Buffalo,990009 Pine Drive,13124
992,French Inc,2,Private,Elementary,NY,Buffalo,121024 Santos Stream,13124
993,Rangel Group,1,Private,Elementary,CT,Newark,578919 Pine Drive,8699
994,Navarro and Sons,8,Private,Elementary,CT,Newark,552664 Cedar Lane,8699
995,Ramsey-Hutchinson,1,Private,Elementary,CT,Newark,845750 Oak Avenue,7819
996,Cooper-Chapman,5,Public,Pre-K,CT,Newark,743016 Chad Valley,7819
997,Bailey Group,2,Public,Middle,CT,Newark,477563 Pine Drive,7819
998,"Johnston, Blevins and Park",10,Private,Pre-K,CT,Trenton,835326 Santos Stream,7576
999,Scott Inc,6,Private,Elementary,CT,Trenton,334665 Alison Bridge,7576
1000,"Rodriguez, Fuller and Pierce",3,Public,High,CT,Trenton,94000 Maple Street,7576
1001,Patterson and Sons,10,Private,High,CT,Newark,491491 Cedar Lane,8180
1002,Williams-Weaver,4,Public,Elementary,CT,Newark,41082 Maple Street,8180
1003,Fitzpatrick Inc,0,Public,Elementary,CT,Rochester,938808 Pine Drive,11277
1004,Silva-Johnson,2,Public,High,CT,Rochester,637540 Omar Park,11277
1005,Howell-Berry,9,Public,Pre-K,CT,Rochester,574860 Maple Street,11919
1006,"Norris, Howe and Pitts",0,Public,Pre-K,CT,Rochester,696152 Cedar Lane,11919
1007,Morgan LLC,9,Private,Elementary,CT,Rochester,926440 Pine Drive,11919
1008,Mason Group,7,Public,Pre-K,CT,Newark,483840 Oak Avenue,8872
1009,"Francis, Wilkins and Chandler",9,Private,High,CT,Rochester,111999 Pine Drive,11503
1010,"Martinez, Garza and Thomas",5,Private,Pre-K,CT,Rochester,483790 Maple Street,11503
1011,"Jordan, Acosta and David",2,Public,Elementary,CT,Rochester,850251 Maple Street,11503
1012,"Matthews, Howell and Barrera",0,Public,High,NY,New York,10120 Santos Stream,13909
1013,Payne PLC,1,Private,Pre-K,NY,New York,777984 Santos Stream,13909
1014,"Hernandez, Jones and White",8,Public,Middle,CT,Paterson,430950 Oak Avenue,8785
1015,Montoya LLC,3,Public,High,NY,Buffalo,22330 Oak Avenue,12528
1016,"Baker, Miller and Torres",7,Private,High,NY,Buffalo,558800 Omar Park,12528
1017,Yates PLC,5,Private,Middle,CT,Bridgeport,912249 Oak Avenue,6086
1018,Robinson and Sons,10,Public,Middle,CT,Stamford,751284 Chad Valley,6210
1019,Thomas-Massey,2,Private,High,CT,Waterbury,936461 Omar Park,6384
1020,"Stout, Mills and Ayala",1,Public,Middle,CT,Waterbury,914940 Pine Drive,6384
1021,Casey-Wright,8,Public,Elementary,NY,Buffalo,164381 Chad Valley,12261
1022,Fox-French,10,Public,Elementary,CT,Paterson,430262 Dawson Terrace,7651
1023,"King, Mueller and Scott",6,Private,Elementary,NJ,Elizabeth,970827 Dawson Terrace,7332
1024,Shea Inc,3,Private,High,NJ,Elizabeth,891904 Santos Stream,7332
1025,"Owens, Morales and Day",0,Private,Middle,NJ,Elizabeth,597575 Pine Drive,7365
1026,"Murphy, Patel and Hebert",10,Private,Middle,NJ,Elizabeth,916218 Omar Park,7365
1027,Anderson Group,8,Private,Pre-K,CT,Bridgeport,804141 Omar Park,6370
1028,Turner Ltd,8,Public,Pre-K,CT,Bridgeport,691844 Santos Stream,6370
1029,Smith LLC,6,Public,Middle,CT,Albany,655473 Maple Street,13343
1030,Mays-Jackson,5,Public,Middle,NY,Buffalo,801340 Maple Street,10805
1031,"Mcmillan, Fox and Horton",5,Public,Middle,CT,Bridgeport,896970 Cedar Lane,6307
1032,Mcgee-Harris,7,Private,High,CT,Stamford,613008 Santos Stream,6119
1033,Smith PLC,5,Public,Middle,CT,Stamford,806773 Pine Drive,6119
1034,"Hale, Williams and Summers",1,Private,Pre-K,CT,Syracuse,735174 Dawson Terrace,11439
1035,"Wright, Price and Sanchez",10,Public,High,NY,New York,215280 Chad Valley,10130
1036,"Lee, Riddle and Contreras",6,Private,Middle,CT,New Haven,545972 Maple Street,6292
1037,Scott Inc,9,Private,Pre-K,CT,Paterson,943670 Chad Valley,8171
1038,Smith-Scott,9,Public,High,CT,Paterson,618648 Elm Circle,8171
1039,Bryant-Jenkins,0,Public,Middle,CT,Rochester,95588 Pine Drive,10061
1040,Glenn-Jacobson,8,Public,Middle,CT,Rochester,952640 Chad Valley,10061
1041,Scott-Mitchell,2,Public,Middle,CT,Rochester,1037877 Cedar Lane,10061
1042,Dunn LLC,0,Private,High,CT,New Haven,798172 Elm Circle,6335
1043,Smith PLC,9,Public,Pre-K,CT,New Haven,116816 Santos Stream,6335
1044,White-Jacobs,1,Public,Pre-K,CT,New Haven,914544 Elm Circle,6335
1045,"Hamilton, Tucker and Edwards",2,Private,Elementary,CT,Waterbury,150480 Pine Drive,6331
1046,"Rangel, Howard and Taylor",8,Public,Middle,CT,Waterbury,235350 Maple Street,6331
1047,Cook PLC,3,Public,Elementary,CT,Waterbury,776874 Maple Street,6331
1048,"Clark, Griffin and Carney",3,Public,Elementary,CT,Hartford,563824 Maple Street,6312
1049,Martinez PLC,3,Public,Pre-K,NY,Buffalo,991305 Maple Street,13019
1050,Murray-Martinez,2,Public,High,NY,Buffalo,748650 Elm Circle,13019
1051,Martinez LLC,10,Private,High,NY,Buffalo,682099 Maple Street,13019
1052,"Graham, Hammond and Hernandez",3,Public,Pre-K,CT,Jersey City,493388 Omar Park,7623
1053,Brooks Group,4,Public,High,CT,Jersey City,261144 Maple Street,7623
1054,"Smith, Edwards and Dunn",1,Public,Elementary,CT,Jersey City,876928 Cedar Lane,7623
1055,"Williams, Freeman and Bell",10,Public,Middle,CT,Hartford,989590 Cedar Lane,6237
1056,"Bennett, Allen and Harper",2,Public,Pre-K,CT,Bridgeport,408672 Pine Drive,6276
1057,Mason and Sons,7,Private,Middle,CT,Bridgeport,590863 Maple Street,6276
1058,Jones and Sons,8,Public,High,CT,Bridgeport,341734 Chad Valley,6276
1059,Carter PLC,8,Private,Middle,CT,Paterson,917094 Chad Valley,8068
1060,Hill LLC,8,Private,High,CT,Paterson,743060 Chad Valley,8068
1061,Patton LLC,7,Public,High,CT,Paterson,401058 Chad Valley,8068
1062,Price PLC,10,Public,Elementary,NY,New York,198594 Pine Drive,14557
1063,"Foster, Jones and Thompson",7,Public,High,NY,New York,873786 Alison Bridge,14557
1064,Carson-Smith,10,Public,Elementary,NY,New York,985264 Alison Bridge,14557
1065,Fleming LLC,5,Private,Elementary,NY,Buffalo,982995 Cedar Lane,14003
1066,Davis-Williams,4,Public,Elementary,CT,Bridgeport,851734 Alison Bridge,6059
1067,Cantu-Ramsey,3,Public,Pre-K,CT,Bridgeport,956032 Maple Street,6059
1068,"Stevens, Orr and Daniels",8,Public,Pre-K,NY,Buffalo,1039164 Pine Drive,12071
1069,"Chambers, Martin and Wise",0,Public,High,CT,Albany,427600 Maple Street,14461
1070,Brown-Nicholson,6,Public,Elementary,CT,Albany,1055020 Dawson Terrace,14461
1071,Daniels Inc,10,Public,Pre-K,CT,Jersey City,973539 Santos Stream,8205
1072,Bautista PLC,4,Private,Elementary,CT,Jersey City,940144 Alison Bridge,8205
1073,Smith Ltd,9,Private,Middle,NY,New York,831575 Elm Circle,13555
1074,Hunter-Chandler,7,Public,Middle,CT,Stamford,699174 Omar Park,6173
1075,Sharp LLC,1,Public,Middle,CT,Trenton,1044900 Chad Valley,7322
1076,Rodgers-Torres,10,Public,High,CT,Hartford,24748 Chad Valley,6240
1077,"Franco, Foster and Anderson",3,Private,Elementary,CT,Hartford,876678 Omar Park,6240
1078,"Calderon, Contreras and Vazquez",7,Public,Middle,CT,New Haven,919534 Oak Avenue,6162
1079,"Mayo, Parker and Jimenez",9,Private,Pre-K,CT,Stamford,617188 Omar Park,6150
1080,Wilson Ltd,2,Public,Middle,CT,Stamford,831600 Dawson Terrace,6150
1081,Hill-Howell,7,Public,Middle,CT,Stamford,728594 Dawson Terrace,6150
1082,"Davis, Miller and Padilla",10,Public,Middle,CT,Albany,782286 Alison Bridge,14281
1083,Johnson-Shaw,6,Public,High,CT,Albany,191691 Santos Stream,14281
1084,Alexander-Williams,7,Private,Pre-K,CT,Albany,635224 Dawson Terrace,14281
1085,Ray-Herman,3,Private,Elementary,CT,Waterbury,24955 Alison Bridge,6196
1086,Morris-Morgan,0,Public,Pre-K,CT,Waterbury,73848 Santos Stream,6196
1087,Martin-Greene,1,Public,Elementary,CT,Waterbury,1068521 Chad Valley,6196
1088,Ortiz and Sons,10,Private,High,CT,Hartford,917184 Elm Circle,6344
1089,Rojas-Cameron,9,Private,High,CT,Paterson,680625 Dawson Terrace,8726
1090,"Miller, Vasquez and Wright",7,Private,High,CT,Paterson,1063840 Elm Circle,8726
1091,Ross-Gonzales,7,Private,High,NY,New York,438582 Maple Street,14195
1092,"Curtis, Livingston and Bailey",5,Public,Elementary,NY,New York,121212 Dawson Terrace,14195
1093,Romero Group,2,Private,Middle,NY,New York,261227 Alison Bridge,14195
1094,Adams Group,1,Public,Elementary,NY,Buffalo,992258 Elm Circle,12926
1095,Dalton PLC,9,Private,Pre-K,NY,Buffalo,981120 Pine Drive,12926
1096,Harding-Johnson,1,Private,High,NY,Buffalo,868032 Pine Drive,12926
1097,Jackson-Frost,8,Private,High,CT,Stamford,465128 Santos Stream,6278
1098,Schneider-Reyes,7,Private,Pre-K,CT,Stamford,1092510 Omar Park,6278
1099,"Cuevas, Reed and Lopez",4,Private,Elementary,CT,Stamford,957229 Oak Avenue,6278
1100,"Sanchez, Quinn and Flores",7,Public,Middle,CT,Rochester,563200 Dawson Terrace,14903
1101,"Stephens, Khan and Levine",8,Public,Middle,CT,Bridgeport,624267 Dawson Terrace,6355
1102,"Lowe, Adams and Cunningham",6,Private,Pre-K,CT,Bridgeport,239134 Elm Circle,6355
1103,"Mejia, Summers and Williams",2,Private,Middle,CT,Bridgeport,274647 Pine Drive,6355
1104,"Powell, Yang and Aguilar",8,Public,Elementary,CT,Bridgeport,226320 Pine Drive,6349
1105,Fleming-Willis,2,Private,Elementary,CT,Bridgeport,528190 Elm Circle,6349
1106,Lee-Black,10,Private,Pre-K,NY,Buffalo,589498 Maple Street,11202
1107,"Bowen, Walker and Thompson",8,Public,Elementary,NY,Buffalo,649809 Cedar Lane,11202
1108,Reed Inc,9,Private,High,CT,Bridgeport,1090272 Maple Street,6048
1109,Murphy-Miller,3,Private,Pre-K,CT,Bridgeport,948195 Santos Stream,6048
1110,"Dominguez, Moore and Davis",4,Public,Elementary,CT,Bridgeport,400710 Maple Street,6048
1111,Farley Group,5,Public,Pre-K,CT,Newark,571054 Dawson Terrace,7204
1112,Humphrey and Sons,7,Public,Middle,CT,Newark,970776 Alison Bridge,8592
1113,Jenkins and Sons,8,Private,Elementary,CT,Newark,40068 Oak Avenue,8592
1114,"Guerra, Fritz and Butler",1,Public,High,CT,Newark,515782 Maple Street,8592
1115,"Strickland, Thompson and Kline",7,Public,Elementary,NY,New York,964475 Chad Valley,10458
1116,Mayo-Hurley,0,Public,Pre-K,NY,New York,366048 Alison Bridge,10458
1117,Lee-Jones,4,Public,Pre-K,CT,Syracuse,497065 Santos Stream,13526
1118,Small-Chavez,0,Public,Elementary,CT,Syracuse,42484 Omar Park,13526
1119,"Coleman, Charles and Rivas",7,Public,High,CT,Trenton,1022766 Chad Valley,7328
1120,Henry-Thomas,2,Private,High,CT,Trenton,518560 Omar Park,7328
1121,Jordan-Hansen,10,Private,High,CT,Waterbury,664753 Maple Street,6163
1122,"King, Cox and Lopez",8,Public,Pre-K,CT,Waterbury,37026 Pine Drive,6163
1123,"Valdez, Ochoa and Miranda",3,Public,Elementary,CT,Syracuse,150482 Cedar Lane,13047
1124,Carter-Howard,8,Public,Middle,CT,Syracuse,347316 Elm Circle,13047
1125,Valdez-Payne,1,Private,Pre-K,CT,Stamford,797625 Pine Drive,6247
1126,Dunn Ltd,0,Private,High,CT,Stamford,109222 Oak Avenue,6247
1127,"Buchanan, Johnson and Osborne",9,Private,Elementary,NY,Buffalo,578151 Elm Circle,14643
1128,"Mills, Brown and Miles",5,Private,High,CT,Paterson,776064 Oak Avenue,8166
1129,"Patel, Romero and Marquez",6,Private,Middle,CT,Paterson,718044 Omar Park,8166
1130,Ellis-Mejia,6,Private,High,CT,Paterson,517540 Dawson Terrace,8166
1131,Cox-Ryan,4,Private,High,NY,New York,225069 Santos Stream,11113
1132,Davis-Richardson,3,Private,Middle,NY,New York,212816 Dawson Terrace,11113
1133,"Livingston, Williamson and Levine",10,Private,Elementary,NY,New York,246994 Santos Stream,12504
1134,"Webster, Walters and Johnson",5,Public,Pre-K,NY,New York,862974 Alison Bridge,12504
1135,"Wood, Herrera and Wright",1,Public,Elementary,NY,New York,1063495 Alison Bridge,12504
1136,Medina-Reyes,5,Public,Middle,NY,New York,1095104 Chad Valley,12038
1137,"Guerra, Miller and Caldwell",3,Public,High,NY,New York,486636 Dawson Terrace,12038
1138,Ford-Walters,8,Private,Elementary,CT,Waterbury,1128896 Elm Circle,6361
1139,"Morrison, Meyer and Ward",3,Private,Pre-K,CT,Waterbury,799578 Alison Bridge,6361
1140,Mcdonald-Freeman,3,Public,Middle,CT,Waterbury,541500 Chad Valley,6361
1141,Espinoza-Kennedy,8,Private,Elementary,CT,Jersey City,67319 Oak Avenue,8135
1142,"Hudson, Davis and Miller",0,Public,Pre-K,CT,Jersey City,87934 Maple Street,8135
1143,Weber Inc,10,Private,Middle,CT,Stamford,268605 Chad Valley,6372
1144,Baker-Fernandez,7,Public,Pre-K,CT,Stamford,815672 Alison Bridge,6372
1145,Miller-Drake,1,Private,Middle,CT,Trenton,1051110 Elm Circle,8662
1146,Davis-Bishop,5,Private,High,CT,Trenton,1025670 Pine Drive,8662
1147,"Willis, Howard and Smith",0,Public,Elementary,CT,Trenton,175491 Omar Park,8662
1148,Gomez-Hurst,3,Private,Pre-K,CT,Syracuse,746200 Oak Avenue,11277
1149,Gonzales-Berg,2,Public,Middle,CT,Waterbury,861750 Cedar Lane,6037
1150,Hood-Bell,2,Public,Pre-K,CT,Waterbury,439300 Maple Street,6037
1151,Gardner-Dixon,9,Public,Pre-K,CT,Waterbury,387887 Elm Circle,6037
1152,Harrison Inc,4,Public,Elementary,CT,Waterbury,741888 Maple Street,6056
1153,Eaton-Allen,0,Private,High,CT,Waterbury,453129 Alison Bridge,6056
1154,"Beltran, Cooper and Torres",2,Private,Pre-K,CT,Waterbury,338122 Cedar Lane,6056
1155,"Jacobs, Kemp and Pacheco",6,Private,Middle,CT,Syracuse,1061445 Omar Park,13974
1156,Daniels-Rivera,6,Public,Middle,CT,Syracuse,379168 Alison Bridge,13974
1157,Mcfarland LLC,8,Private,High,CT,Newark,688415 Pine Drive,7866
1158,"Gordon, Wiley and Carlson",9,Public,Middle,CT,Newark,497940 Oak Avenue,7866
1159,Morton-Booker,0,Private,High,NJ,Elizabeth,417240 Santos Stream,7573
1160,"Jackson, Hebert and Bradley",8,Private,Middle,CT,Waterbury,1001080 Maple Street,6060
1161,Smith LLC,3,Private,Elementary,CT,Stamford,156735 Chad Valley,6359
1162,Johnson Ltd,4,Public,Pre-K,CT,Stamford,424130 Maple Street,6359
1163,"Rose, Mccoy and Lara",7,Private,Elementary,CT,Paterson,694311 Cedar Lane,8590
1164,Phillips Group,10,Private,Pre-K,CT,Paterson,768240 Chad Valley,8590
1165,Freeman-Gonzalez,6,Public,Pre-K,CT,Hartford,560365 Oak Avenue,6285
1166,Brown-Landry,9,Private,Pre-K,CT,Hartford,701932 Alison Bridge,6285
1167,"Mcmahon, Wilson and Munoz",4,Public,Elementary,CT,Hartford,256740 Pine Drive,6285
1168,Diaz Group,1,Private,Pre-K,CT,Bridgeport,182208 Maple Street,6085
1169,"Mitchell, Hernandez and Hale",9,Public,Elementary,CT,Bridgeport,923510 Dawson Terrace,6085
1170,Stein-Johnston,8,Public,High,CT,Bridgeport,742950 Santos Stream,6085
1171,Maddox PLC,5,Private,Middle,CT,Trenton,745927 Cedar Lane,8835
1172,"Alvarado, Donovan and Black",9,Public,Middle,CT,Trenton,1071208 Dawson Terrace,8835
1173,Walters PLC,0,Public,Pre-K,NY,New York,539580 Santos Stream,14694
1174,"Hanson, Gutierrez and Hall",8,Public,Elementary,NY,New York,412074 Oak Avenue,14694
1175,Moore PLC,5,Public,Middle,CT,Trenton,875375 Pine Drive,7224
1176,"Roberts, Fletcher and Martinez",10,Public,Elementary,CT,Trenton,1078392 Maple Street,7224
1177,Smith-Gibson,6,Public,Elementary,CT,Hartford,755634 Oak Avenue,6003
1178,Richardson Ltd,3,Private,Pre-K,CT,Hartford,438216 Chad Valley,6003
1179,Hernandez-Mitchell,6,Public,Middle,CT,Newark,805257 Pine Drive,8287
1180,"Taylor, Bentley and Anthony",10,Public,Pre-K,CT,Newark,390580 Cedar Lane,8287
1181,Dixon and Sons,10,Private,Pre-K,CT,Jersey City,807804 Chad Valley,7322
1182,Mcdaniel Inc,4,Private,Middle,CT,Jersey City,940872 Omar Park,7322
1183,Jackson Inc,10,Private,Middle,CT,Jersey City,1132131 Chad Valley,7322
1184,"Walker, Ortiz and Good",1,Private,High,CT,Newark,1069152 Alison Bridge,8608
1185,Robinson Group,9,Private,High,CT,Newark,519030 Elm Circle,8608
1186,Ramirez Ltd,4,Private,Elementary,CT,Newark,659416 Cedar Lane,8608
1187,Pratt PLC,2,Private,Middle,NY,Buffalo,193481 Dawson Terrace,11932
1188,Sullivan PLC,7,Public,High,CT,Paterson,608256 Cedar Lane,8289
1189,"Stone, Larson and Ellis",7,Public,Elementary,CT,Paterson,416150 Pine Drive,8289
1190,Mcguire Inc,5,Private,Elementary,CT,Paterson,604520 Maple Street,8289
1191,Nguyen-Edwards,8,Public,Elementary,CT,Trenton,400176 Santos Stream,8076
1192,Jackson-Anderson,7,Public,High,CT,Trenton,48872 Chad Valley,8076
1193,"Nguyen, Wells and Williams",9,Public,Middle,CT,Trenton,99019 Elm Circle,8076
1194,Webb-Fuller,2,Private,Pre-K,CT,Albany,88356 Pine Drive,10011
1195,"Ewing, Sanders and Robbins",8,Private,Elementary,CT,Paterson,322650 Oak Avenue,7375
1196,Barajas Ltd,9,Public,High,CT,Paterson,270296 Santos Stream,7375
1197,Long-Fields,5,Private,High,CT,Syracuse,531468 Pine Drive,11701
1198,"Lee, Johnson and Hill",1,Public,Pre-K,CT,Jersey City,337836 Alison Bridge,8559
1199,Moore PLC,10,Public,Pre-K,CT,Jersey City,1070707 Oak Avenue,8559
1200,"Burton, Johnson and Jones",10,Public,High,CT,Jersey City,702000 Omar Park,8559
1201,"Wright, Pope and Marshall",2,Public,Middle,NY,Buffalo,838298 Santos Stream,11359
1202,Warren-King,4,Private,Pre-K,NY,Buffalo,2404 Santos Stream,11359
1203,Patterson and Sons,4,Private,High,CT,Bridgeport,716988 Alison Bridge,6067
1204,Alvarez Group,4,Private,Pre-K,CT,Bridgeport,632100 Oak Avenue,6067
1205,"Bird, Reid and Zhang",4,Public,Middle,CT,Bridgeport,1125470 Alison Bridge,6067
1206,"Oconnor, Cisneros and Morris",10,Private,Elementary,CT,Newark,343710 Santos Stream,7582
1207,Erickson LLC,9,Public,Pre-K,CT,Newark,362100 Oak Avenue,7582
1208,Kaiser-Flowers,8,Private,Middle,CT,Newark,977272 Chad Valley,7582
1209,Bryant-Sullivan,2,Public,High,CT,Syracuse,940602 Elm Circle,10495
1210,Smith-Cherry,4,Public,Pre-K,CT,Syracuse,463430 Maple Street,10495
1211,Hubbard LLC,7,Public,Pre-K,CT,Jersey City,197393 Elm Circle,8386
1212,Mitchell Ltd,10,Private,High,CT,Trenton,135744 Cedar Lane,8974
1213,Hopkins Ltd,3,Private,Elementary,NJ,Elizabeth,726587 Omar Park,8488
1214,Robinson Inc,8,Private,High,NJ,Elizabeth,847372 Elm Circle,8488
1215,Bender-Estes,10,Private,Pre-K,CT,Hartford,600210 Elm Circle,6101
1216,"Morgan, Henry and Howell",9,Public,High,CT,Hartford,278464 Cedar Lane,6101
1217,"Anderson, Estrada and Osborne",5,Private,Middle,CT,Hartford,855551 Omar Park,6101
1218,Davidson Ltd,7,Private,High,CT,Syracuse,1180242 Maple Street,10089
1219,Howe-Smith,5,Public,Pre-K,CT,Syracuse,415679 Pine Drive,10089
1220,Davis Ltd,5,Public,High,NY,Buffalo,819840 Pine Drive,13667
1221,Nelson-Nguyen,6,Public,Elementary,CT,Syracuse,69597 Oak Avenue,11969
1222,Davis-Gillespie,4,Private,High,NY,New York,173524 Alison Bridge,12911
1223,"Ray, Davis and Williams",8,Public,Elementary,NY,New York,1150843 Chad Valley,12911
1224,Hughes-Williams,4,Public,Middle,NY,New York,232560 Santos Stream,12911
1225,Pena-Woodward,6,Public,Elementary,NY,Buffalo,701925 Elm Circle,12547
1226,"Hill, James and Zavala",2,Private,High,NY,Buffalo,697594 Omar Park,12547
1227,Wheeler Group,1,Public,Pre-K,NY,Buffalo,46626 Pine Drive,12547
1228,Huffman-Williams,9,Private,Elementary,CT,Hartford,284896 Santos Stream,6246
1229,Coleman and Sons,4,Private,Middle,CT,Hartford,4916 Pine Drive,6246
1230,Berg-Yoder,9,Public,Elementary,CT,Hartford,661740 Cedar Lane,6246
1231,Edwards Group,6,Public,Elementary,CT,Syracuse,349604 Cedar Lane,11553
1232,Kelly-Avery,10,Private,Elementary,CT,Syracuse,852544 Pine Drive,11553
1233,Randolph-Scott,0,Public,Middle,CT,Waterbury,19728 Elm Circle,6242
1234,King LLC,4,Public,High,CT,Waterbury,973626 Omar Park,6242
1235,Fletcher and Sons,10,Private,Elementary,CT,Waterbury,179075 Santos Stream,6242
1236,Hall-Jackson,6,Private,Elementary,CT,Bridgeport,774972 Dawson Terrace,6040
1237,Garcia-Cantu,2,Public,Pre-K,CT,Bridgeport,1044028 Dawson Terrace,6040
1238,Lee and Sons,3,Private,Middle,CT,Albany,689566 Elm Circle,10245
1239,Hall-Williams,8,Public,Elementary,CT,Newark,690123 Maple Street,8397
1240,Perry Inc,8,Public,Middle,CT,Hartford,565440 Pine Drive,6103
1241,"Raymond, Kelley and Maxwell",9,Public,Elementary,CT,Albany,1047404 Elm Circle,11391
1242,"Cantrell, Harrison and Jones",10,Private,High,CT,Albany,216108 Maple Street,11391
1243,"Wood, Hicks and White",8,Public,High,CT,Waterbury,1209439 Alison Bridge,6343
1244,Watson-Guzman,6,Public,Elementary,CT,Waterbury,1051180 Maple Street,6343
1245,"Villegas, Barnes and Kelley",1,Public,High,CT,Waterbury,734550 Maple Street,6343
1246,Brown Ltd,3,Private,Elementary,CT,Syracuse,995554 Oak Avenue,10986
1247,Montgomery-Bishop,10,Private,High,CT,Syracuse,483836 Cedar Lane,10986
1248,Stanton-Martinez,6,Private,Pre-K,CT,Syracuse,358176 Dawson Terrace,10986
1249,Brewer PLC,2,Private,Pre-K,NY,New York,726918 Pine Drive,11336
1250,Boone-Rodriguez,10,Private,Pre-K,NY,New York,478750 Oak Avenue,11336
1251,"Carr, Lee and Tucker",9,Public,Middle,CT,Hartford,519165 Maple Street,6239
1252,"Carr, Conrad and Montgomery",8,Private,Middle,CT,Hartford,507060 Alison Bridge,6239
1253,Hoffman and Sons,9,Private,Pre-K,NY,New York,130312 Alison Bridge,14377
1254,"Day, Mcintosh and Weber",1,Private,Middle,CT,Hartford,930468 Maple Street,6102
1255,Anderson and Sons,7,Public,High,NY,New York,1247470 Cedar Lane,12015
1256,"Torres, Murphy and Wood",1,Private,Elementary,CT,New Haven,636792 Dawson Terrace,6246
1257,Gomez Ltd,9,Private,Elementary,CT,New Haven,50280 Oak Avenue,6246
1258,Hernandez Inc,2,Public,Elementary,CT,Hartford,730898 Santos Stream,6027
1259,Mckay-Mccoy,2,Private,Pre-K,CT,Hartford,591730 Dawson Terrace,6027
1260,Werner PLC,2,Public,Middle,CT,Newark,1224720 Chad Valley,8271
1261,"Gilbert, Rodriguez and Scott",5,Public,High,CT,Newark,1197950 Chad Valley,8271
1262,Aguilar-Benjamin,7,Public,High,NY,Buffalo,1024744 Chad Valley,12828
1263,Jacobs-Henderson,9,Public,Pre-K,CT,Jersey City,1187220 Dawson Terrace,8012
1264,"White, Jordan and Tran",4,Public,High,CT,Jersey City,765984 Cedar Lane,8012
1265,"Carroll, Smith and Rodriguez",4,Private,High,NJ,Elizabeth,163185 Maple Street,7872
1266,Bird-Horn,7,Public,High,CT,Hartford,873540 Pine Drive,6354
1267,Black LLC,3,Public,High,CT,Hartford,324352 Santos Stream,6354
1268,Brown-Orr,10,Private,Middle,NY,New York,708812 Omar Park,12451
1269,Santiago-Young,1,Public,High,NY,New York,1115451 Oak Avenue,12451
1270,Matthews Inc,2,Private,Elementary,NY,New York,454660 Dawson Terrace,11751
1271,Marshall PLC,7,Private,Pre-K,CT,Newark,71176 Alison Bridge,8455
